Movie Name,Storyline
The Fourth Wall,"Georges, a politically committed stage director, has given up activism. But when Samuel, his best friend suffering from an incurable disease, urges him to pursue his crazy idea of staging Anouilh's Antigone to steal two hours of peace from the Lebanese war, Georges cannot refuse. In Beirut, George will rapidly discover the tense atmosphere and all the war conflicts between ethnic groups in the country. The play seems to be a glimmer of hope, even if the cloud of a raging war is upon them. How will the man who has only ever known revolt face the reality of the conflict? Will he be able to escape unscathed?"
Impure,"Upon experiencing her first menstruation at school, June, a twelve-year-old Kenyan girl, grapples with the harsh reality of unawareness, exclusion, and shame. ""IMPURE"" is a thought-provoking coming-of-age story that addresses the stigma of ""period shaming"", drawing inspiration from tragic real-life events."
Bocchi the Rock! Recap Part 2,"The 2022 hit animated television series ""Bocchi Za Rokku!"" re-edited for film. The film, which also attracted a great deal of attention in terms of music, with the full album ""KESSOKU BAND"" ranking first in Oricon's ""Digital Album Ranking by Number of Sales by Production"" in 2023, will be revived on the movie theater screen."
Audrey,Depicts the hope that blooms like petals in the trials faced by a mother and son who seem ordinary but are so special to each other.
Allen Sunshine,"A music mogul retreats to a remote cabin to mourn his famous wife's suicide. Amid the solitude of the Canadian wilderness he struggles with grief, until an unexpected encounter ends his isolation."
Frères,"Based on a true story, this movie shows several years spent alone in the forest as children of two brothers, living like wild animals. Once adult, Michel goes to the Canadian Great North, to search for his lost brother Patrice."
Crossword,"Following the death of their daughter, Tessa focuses on her acclaimed children's book series, ""Lily Learns,"" while her husband, James, attempts to find solace in the daily crossword, but quickly unravels as it takes on a mind of its own."
Satya,"Sathya, from humble roots, attends elite school; faces classism but bonds with Parvathi. Overcomes language barriers, excels academically with family's support, showcasing resilience and education's ability to bridge societal divides."
Shark Exorcist 2: Unholy Waters,"Shark Exorcist's flesh-eating demon shark returns, threatening everyone, especially the determined priest vowing to stop Hell's ultimate evil."
Miséria,The suburban criminal Adam's ghetto dreams turn into a nightmare of serious criminality when he is introduced to the network leader Chicago. Will Adam manage to leave the gang alive?
Athens Midnight Radio,"A veteran late-night radio announcer has a show on the night he turns fifty. Realizing with embarrassment that he is no longer one of the young, he unravels his life and searches for an unrequited love."
E.1027: Eileen Gray and the House by the Sea,"E.1027 is a cinematic journey into the mind of Eileen Gray. A story about the power of female expression, and men's desire to control it."
Diary of an Elephant Orphan,Diary of an Elephant Orphan takes us through the struggles and turmoils of orphaned baby elephants and the people who have made it their life's mission to save them. Khanyisa is the newest addition to the elephant sanctuary.
Hagga,"As two warring supernatural forces wage a deadly conflict, a string of mysterious deaths befalls elderly women. Ram discovers a vital cryptic clue that becomes his only lifeline to unravel the mystical secrets.."
9 Windows,"After a tragic accident that killed her parents, Liza is unable to walk and spends her days trolling vloggers. When she witnesses a murder online, the police dismisses it as a hoax, and it's up to Liza to find the killer."
Boat,"10 people escape bombing on small boat, which unexpectedly stops and sinks mid-journey. Passengers struggle to survive as boat goes down."
Mutant,"In 2150, artificial intelligence mutated and replaced humans control of the earth, and launched an eradication operation against humans. The surviving humans fought a desperate battle with the artificial intelligence army."
Bremenskie muzykanty,"The troubadour and his impostor friends - a Dog, a Cat, a Donkey and a narcissistic Rooster - teamed up to accomplish the feat. The wandering musicians, led by a new leader, will rally again to bring laughter and joy back to the gloomy streets of Bremen. First of all, they must make the King's daughter laugh, but meeting the Princess threatens a dangerous adventure. There are insidious enemies, intrigues and traps against the Troubadour and his friends, but you have to fight for love. And then the Princess ran away from the palace. In one tangle there are criminal schemes of Robbers, intrigues of a Detective, whims and secrets of the royal family, but cheerful musicians with an indefatigable Troubadour will make everyone dance to their tune. What are the Bremen Town musicians willing to do for the sake of the feat?"
Love and Work,"Diane and Fox love to work. Unfortunately, they live in a polarized world where having a job is illegal."
How to Make Love,"Henry's European adventure takes an unexpected twist when he rents a room from Nora, a recently divorced playwright in Copenhagen. Nora and her mischievous pregnant friend Mimi plot a mysterious seduction."
Double Standards,Double Minded Man unstable in all his ways
Gawaza Toxic,"When young Karim tells his parents about his new found love, they set for a trip to meet her parents in Hurghada where his love will be tested."
